Company,Date,Close/Last,Volume,Open,High,Low
MSFT,07/14/2023,1.0,0.18,1.0,1.0,1.0
MSFT,07/13/2023,1.0,0.13,1.0,1.0,1.0
MSFT,07-12-2023,1.0,0.19,1.0,1.0,1.0
MSFT,07-11-2023,1.0,0.17,1.0,1.0,1.0
MSFT,07-10-2023,1.0,0.21,1.0,1.0,1.0
MSFT,07-07-2023,1.0,0.13,1.0,1.0,1.0
MSFT,07-06-2023,1.0,0.18,1.0,1.0,1.0
MSFT,07-05-2023,1.0,0.11,1.0,1.0,1.0
MSFT,07-03-2023,1.0,0.07,1.0,1.0,1.0
MSFT,06/30/2023,1.0,0.17,1.0,1.0,1.0
MSFT,06/29/2023,1.0,0.1,1.0,1.0,1.0
MSFT,06/28/2023,1.0,0.13,1.0,1.0,1.0
MSFT,06/27/2023,1.0,0.15,1.0,1.0,1.0
MSFT,06/26/2023,1.0,0.13,1.0,1.0,1.0
MSFT,06/23/2023,1.0,0.14,1.0,1.0,1.0
MSFT,06/22/2023,1.0,0.15,1.0,1.0,1.0
MSFT,06/21/2023,1.0,0.16,1.0,1.0,1.0
MSFT,06/20/2023,1.0,0.17,1.0,1.0,1.0
MSFT,06/16/2023,1.0,0.3,1.0,1.0,1.0
MSFT,06/15/2023,1.0,0.25,1.0,1.0,1.0
MSFT,06/14/2023,1.0,0.16,1.0,1.0,1.0
MSFT,06/13/2023,1.0,0.14,1.0,1.0,1.0
MSFT,06-12-2023,1.0,0.15,1.0,1.0,1.0
MSFT,06-09-2023,1.0,0.14,1.0,1.0,1.0
MSFT,06-08-2023,1.0,0.15,1.0,1.0,1.0
MSFT,06-07-2023,1.0,0.26,1.0,1.0,1.0
MSFT,06-06-2023,1.0,0.13,1.0,1.0,1.0
MSFT,06-05-2023,1.0,0.13,1.0,1.0,1.0
MSFT,06-02-2023,1.0,0.16,1.0,1.0,1.0
MSFT,06-01-2023,1.0,0.17,1.0,1.0,1.0
MSFT,05/31/2023,1.0,0.29,1.0,1.0,1.0
MSFT,05/30/2023,1.0,0.19,1.0,1.0,1.0
MSFT,05/26/2023,1.0,0.23,1.0,1.0,1.0
MSFT,05/25/2023,1.0,0.28,1.0,1.0,1.0
MSFT,05/24/2023,1.0,0.15,1.0,1.0,1.0
MSFT,05/23/2023,1.0,0.19,1.0,1.0,1.0
MSFT,05/22/2023,1.0,0.15,1.0,1.0,1.0
MSFT,05/19/2023,1.0,0.17,1.0,1.0,1.0
MSFT,05/18/2023,1.0,0.17,1.0,1.0,1.0
MSFT,05/17/2023,1.0,0.15,1.0,1.0,1.0
MSFT,05/16/2023,1.0,0.17,1.0,1.0,1.0
MSFT,05/15/2023,1.0,0.1,1.0,1.0,1.0
MSFT,05-12-2023,1.0,0.12,1.0,1.0,1.0
MSFT,05-11-2023,1.0,0.2,1.0,1.0,1.0
MSFT,05-10-2023,1.0,0.19,1.0,1.0,1.0
MSFT,05-09-2023,1.0,0.13,1.0,1.0,1.0
MSFT,05-08-2023,1.0,0.13,1.0,1.0,1.0
MSFT,05-05-2023,1.0,0.18,1.0,1.0,1.0
MSFT,05-04-2023,1.0,0.14,1.0,1.0,1.0
MSFT,05-03-2023,1.0,0.14,1.0,1.0,1.0
MSFT,05-02-2023,1.0,0.17,1.0,1.0,1.0
MSFT,05-01-2023,1.0,0.13,1.0,1.0,1.0
MSFT,04/28/2023,1.0,0.23,1.0,1.0,1.0
MSFT,04/27/2023,1.0,0.3,1.0,1.0,1.0
MSFT,04/26/2023,1.0,0.42,1.0,1.0,1.0
MSFT,04/25/2023,0.98,0.29,0.99,0.99,0.99
MSFT,04/24/2023,1.0,0.17,1.0,1.0,1.0
MSFT,04/21/2023,1.0,0.13,1.0,1.0,1.0
MSFT,04/20/2023,1.0,0.15,1.0,1.0,1.0
MSFT,04/19/2023,1.0,0.11,1.0,1.0,1.0
MSFT,04/18/2023,1.0,0.12,1.0,1.0,1.0
MSFT,04/17/2023,1.0,0.15,1.0,1.0,1.0
MSFT,04/14/2023,1.0,0.13,1.0,1.0,1.0
MSFT,04/13/2023,1.0,0.15,1.0,1.0,1.0
MSFT,04-12-2023,1.0,0.17,1.0,1.0,1.0
MSFT,04-11-2023,1.0,0.17,1.0,1.0,1.0
MSFT,04-10-2023,1.0,0.14,1.0,1.0,1.0
MSFT,04-06-2023,1.0,0.19,1.0,1.0,1.0
MSFT,04-05-2023,1.0,0.14,1.0,1.0,1.0
MSFT,04-04-2023,1.0,0.16,1.0,1.0,1.0
MSFT,04-03-2023,1.0,0.16,1.0,1.0,1.0
MSFT,03/31/2023,1.0,0.21,1.0,1.0,1.0
MSFT,03/30/2023,1.0,0.16,1.0,1.0,1.0
MSFT,03/29/2023,1.0,0.16,0.99,0.99,1.0
MSFT,03/28/2023,0.98,0.14,0.98,0.97,0.98
MSFT,03/27/2023,0.98,0.17,1.0,0.99,0.99
MSFT,03/24/2023,1.0,0.18,0.99,0.98,0.99
MSFT,03/23/2023,0.99,0.23,0.99,0.99,0.99
MSFT,03/22/2023,0.97,0.22,0.97,0.99,0.98
MSFT,03/21/2023,0.98,0.22,0.98,0.96,0.97
MSFT,03/20/2023,0.97,0.28,0.99,0.97,0.97
MSFT,03/17/2023,1.0,0.45,0.99,0.99,1.0
MSFT,03/16/2023,0.98,0.35,0.94,0.97,0.95
MSFT,03/15/2023,0.95,0.29,0.92,0.93,0.93
MSFT,03/14/2023,0.93,0.21,0.91,0.91,0.92
MSFT,03/13/2023,0.9,0.21,0.88,0.9,0.88
MSFT,03-10-2023,0.88,0.18,0.89,0.89,0.89
MSFT,03-09-2023,0.9,0.17,0.91,0.91,0.91
MSFT,03-08-2023,0.9,0.11,0.9,0.89,0.9
MSFT,03-07-2023,0.9,0.13,0.91,0.9,0.91
MSFT,03-06-2023,0.91,0.15,0.91,0.91,0.92
MSFT,03-03-2023,0.91,0.19,0.9,0.9,0.91
MSFT,03-02-2023,0.89,0.16,0.88,0.88,0.88
MSFT,03-01-2023,0.88,0.17,0.89,0.88,0.89
MSFT,02/28/2023,0.89,0.14,0.89,0.88,0.9
MSFT,02/27/2023,0.89,0.13,0.9,0.89,0.9
MSFT,02/24/2023,0.89,0.16,0.89,0.88,0.89
MSFT,02/23/2023,0.91,0.18,0.91,0.9,0.9
MSFT,02/22/2023,0.9,0.14,0.9,0.89,0.9
MSFT,02/21/2023,0.9,0.18,0.9,0.9,0.91
MSFT,02/17/2023,0.92,0.19,0.92,0.91,0.92
MSFT,02/16/2023,0.93,0.19,0.94,0.93,0.94
MSFT,02/15/2023,0.96,0.18,0.95,0.95,0.96
MSFT,02/14/2023,0.97,0.24,0.97,0.96,0.97
MSFT,02/13/2023,0.97,0.29,0.95,0.96,0.96
MSFT,02-10-2023,0.94,0.16,0.93,0.93,0.94
MSFT,02-09-2023,0.94,0.27,0.97,0.96,0.95
MSFT,02-08-2023,0.95,0.35,0.97,0.97,0.96
MSFT,02-07-2023,0.95,0.33,0.93,0.94,0.94
MSFT,02-06-2023,0.91,0.14,0.92,0.9,0.92
MSFT,02-03-2023,0.92,0.18,0.92,0.93,0.93
MSFT,02-02-2023,0.94,0.25,0.92,0.93,0.93
MSFT,02-01-2023,0.9,0.2,0.88,0.89,0.88
MSFT,01/31/2023,0.88,0.17,0.87,0.87,0.87
MSFT,01/30/2023,0.86,0.16,0.87,0.86,0.87
MSFT,01/27/2023,0.88,0.17,0.89,0.88,0.89
MSFT,01/26/2023,0.88,0.21,0.87,0.87,0.87
MSFT,01/25/2023,0.86,0.43,0.83,0.85,0.83
MSFT,01/24/2023,0.86,0.26,0.86,0.85,0.87
MSFT,01/23/2023,0.86,0.2,0.86,0.86,0.86
MSFT,01/20/2023,0.85,0.22,0.83,0.84,0.84
MSFT,01/19/2023,0.83,0.18,0.83,0.82,0.83
MSFT,01/18/2023,0.84,0.19,0.86,0.85,0.85
MSFT,01/17/2023,0.86,0.19,0.85,0.84,0.85
MSFT,01/13/2023,0.85,0.13,0.84,0.84,0.85
MSFT,01-12-2023,0.85,0.17,0.84,0.84,0.84
MSFT,01-11-2023,0.84,0.18,0.82,0.83,0.83
MSFT,01-10-2023,0.81,0.17,0.81,0.81,0.82
MSFT,01-09-2023,0.81,0.17,0.8,0.81,0.81
MSFT,01-06-2023,0.8,0.28,0.79,0.79,0.79
MSFT,01-05-2023,0.79,0.25,0.81,0.8,0.8
MSFT,01-04-2023,0.81,0.32,0.83,0.82,0.81
MSFT,01-03-2023,0.85,0.16,0.86,0.86,0.85
MSFT,12/30/2022,0.85,0.14,0.85,0.84,0.85
MSFT,12/29/2022,0.86,0.12,0.84,0.85,0.85
MSFT,12/28/2022,0.83,0.11,0.84,0.84,0.84
MSFT,12/27/2022,0.84,0.1,0.85,0.84,0.85
MSFT,12/23/2022,0.85,0.13,0.84,0.84,0.84
MSFT,12/22/2022,0.85,0.18,0.86,0.85,0.84
MSFT,12/21/2022,0.87,0.15,0.86,0.86,0.86
MSFT,12/20/2022,0.86,0.16,0.85,0.85,0.86
MSFT,12/19/2022,0.86,0.19,0.87,0.86,0.86
MSFT,12/16/2022,0.87,0.56,0.88,0.88,0.88
MSFT,12/15/2022,0.89,0.23,0.9,0.89,0.89
MSFT,12/14/2022,0.92,0.23,0.91,0.92,0.92
MSFT,12/13/2022,0.91,0.27,0.93,0.92,0.91
MSFT,12-12-2022,0.9,0.19,0.88,0.88,0.89
MSFT,12-09-2022,0.87,0.13,0.87,0.87,0.88
MSFT,12-08-2022,0.88,0.14,0.87,0.87,0.88
MSFT,12-07-2022,0.87,0.13,0.87,0.86,0.87
MSFT,12-06-2022,0.87,0.14,0.89,0.88,0.88
MSFT,12-05-2022,0.89,0.15,0.9,0.89,0.89
MSFT,12-02-2022,0.91,0.13,0.89,0.9,0.9
MSFT,12-01-2022,0.91,0.16,0.9,0.9,0.9
MSFT,11/30/2022,0.91,0.31,0.86,0.89,0.86
MSFT,11/29/2022,0.86,0.11,0.86,0.85,0.86
MSFT,11/28/2022,0.86,0.16,0.87,0.86,0.87
MSFT,11/25/2022,0.88,0.05,0.88,0.87,0.89
MSFT,11/23/2022,0.88,0.12,0.87,0.87,0.88
MSFT,11/22/2022,0.87,0.12,0.87,0.86,0.87
MSFT,11/21/2022,0.86,0.17,0.86,0.86,0.87
MSFT,11/18/2022,0.86,0.17,0.87,0.85,0.86
MSFT,11/17/2022,0.86,0.14,0.85,0.85,0.86
MSFT,11/16/2022,0.86,0.15,0.86,0.85,0.87
MSFT,11/15/2022,0.86,0.2,0.87,0.87,0.86
MSFT,11/14/2022,0.86,0.2,0.86,0.85,0.86
MSFT,11-11-2022,0.88,0.22,0.86,0.87,0.87
MSFT,11-10-2022,0.86,0.3,0.84,0.85,0.85
MSFT,11-09-2022,0.8,0.18,0.81,0.8,0.81
MSFT,11-08-2022,0.81,0.18,0.81,0.81,0.81
MSFT,11-07-2022,0.81,0.21,0.79,0.8,0.8
MSFT,11-04-2022,0.79,0.23,0.77,0.78,0.77
MSFT,11-03-2022,0.76,0.23,0.78,0.77,0.77
MSFT,11-02-2022,0.78,0.24,0.82,0.81,0.79
MSFT,11-01-2022,0.81,0.19,0.83,0.83,0.82
MSFT,10/31/2022,0.83,0.18,0.83,0.82,0.83
MSFT,10/28/2022,0.84,0.26,0.8,0.83,0.81
MSFT,10/27/2022,0.81,0.26,0.82,0.82,0.81
MSFT,10/26/2022,0.82,0.54,0.82,0.83,0.83
MSFT,10/25/2022,0.89,0.22,0.88,0.88,0.89
MSFT,10/24/2022,0.88,0.16,0.87,0.87,0.87
MSFT,10/21/2022,0.86,0.17,0.83,0.85,0.84
MSFT,10/20/2022,0.84,0.14,0.84,0.85,0.85
MSFT,10/19/2022,0.84,0.12,0.84,0.84,0.84
MSFT,10/18/2022,0.85,0.17,0.86,0.85,0.85
MSFT,10/17/2022,0.85,0.18,0.84,0.84,0.85
MSFT,10/14/2022,0.81,0.19,0.84,0.83,0.82
MSFT,10/13/2022,0.83,0.27,0.78,0.83,0.79
MSFT,10-12-2022,0.8,0.14,0.8,0.8,0.81
MSFT,10-11-2022,0.8,0.19,0.81,0.8,0.81
MSFT,10-10-2022,0.82,0.19,0.83,0.82,0.82
MSFT,10-07-2022,0.83,0.24,0.86,0.85,0.84
MSFT,10-06-2022,0.88,0.13,0.88,0.88,0.89
MSFT,10-05-2022,0.89,0.13,0.87,0.88,0.88
MSFT,10-04-2022,0.89,0.22,0.87,0.88,0.88
MSFT,10-03-2022,0.86,0.18,0.84,0.85,0.84
MSFT,09/30/2022,0.83,0.23,0.85,0.84,0.84
MSFT,09/29/2022,0.85,0.17,0.85,0.84,0.84
MSFT,09/28/2022,0.86,0.18,0.84,0.85,0.85
MSFT,09/27/2022,0.84,0.17,0.85,0.85,0.84
MSFT,09/26/2022,0.84,0.17,0.84,0.85,0.85
MSFT,09/23/2022,0.85,0.22,0.85,0.84,0.85
MSFT,09/22/2022,0.86,0.2,0.85,0.85,0.86
MSFT,09/21/2022,0.85,0.18,0.87,0.87,0.86
MSFT,09/20/2022,0.86,0.17,0.86,0.85,0.86
MSFT,09/19/2022,0.87,0.17,0.86,0.86,0.87
MSFT,09/16/2022,0.87,0.25,0.87,0.86,0.87
MSFT,09/15/2022,0.87,0.2,0.89,0.88,0.88
MSFT,09/14/2022,0.9,0.15,0.9,0.89,0.9
MSFT,09/13/2022,0.9,0.21,0.92,0.91,0.91
MSFT,09-12-2022,0.95,0.12,0.95,0.94,0.96
MSFT,09-09-2022,0.94,0.14,0.93,0.93,0.94
MSFT,09-08-2022,0.92,0.13,0.92,0.91,0.92
MSFT,09-07-2022,0.92,0.15,0.91,0.91,0.91
MSFT,09-06-2022,0.9,0.13,0.91,0.9,0.91
MSFT,09-02-2022,0.91,0.14,0.93,0.93,0.92
MSFT,09-01-2022,0.93,0.15,0.92,0.91,0.92
MSFT,08/31/2022,0.93,0.16,0.94,0.94,0.94
MSFT,08/30/2022,0.94,0.14,0.95,0.94,0.94
MSFT,08/29/2022,0.94,0.13,0.95,0.94,0.95
MSFT,08/26/2022,0.95,0.17,0.99,0.98,0.97
MSFT,08/25/2022,0.99,0.1,0.99,0.98,0.99
MSFT,08/24/2022,0.98,0.11,0.98,0.97,0.99
MSFT,08/23/2022,0.98,0.11,0.98,0.98,0.99
MSFT,08/22/2022,0.99,0.16,1.0,0.99,1.0
MSFT,08/19/2022,1.0,0.13,1.0,1.0,1.0
MSFT,08/18/2022,1.0,0.11,1.0,1.0,1.0
MSFT,08/17/2022,1.0,0.11,1.0,1.0,1.0
MSFT,08/16/2022,1.0,0.11,1.0,1.0,1.0
MSFT,08/15/2022,1.0,0.11,1.0,1.0,1.0
MSFT,08-12-2022,1.0,0.14,1.0,1.0,1.0
MSFT,08-11-2022,1.0,0.12,1.0,1.0,1.0
MSFT,08-10-2022,1.0,0.15,1.0,1.0,1.0
MSFT,08-09-2022,1.0,0.15,0.99,0.99,1.0
MSFT,08-08-2022,1.0,0.12,1.0,1.0,1.0
MSFT,08-05-2022,1.0,0.1,0.99,0.99,1.0
MSFT,08-04-2022,1.0,0.11,1.0,0.99,1.0
MSFT,08-03-2022,1.0,0.15,0.98,0.99,1.0
MSFT,08-02-2022,0.98,0.14,0.98,0.97,0.98
MSFT,08-01-2022,0.99,0.13,0.99,0.99,0.99
MSFT,07/29/2022,1.0,0.2,0.99,0.99,1.0
MSFT,07/28/2022,0.98,0.21,0.96,0.97,0.97
MSFT,07/27/2022,0.96,0.29,0.93,0.95,0.93
MSFT,07/26/2022,0.9,0.25,0.92,0.91,0.9
MSFT,07/25/2022,0.92,0.13,0.93,0.92,0.93
MSFT,07/22/2022,0.93,0.14,0.94,0.93,0.93
MSFT,07/21/2022,0.94,0.14,0.92,0.93,0.93
MSFT,07/20/2022,0.93,0.14,0.92,0.93,0.93
MSFT,07/19/2022,0.92,0.16,0.92,0.91,0.91
MSFT,07/18/2022,0.91,0.13,0.92,0.91,0.91
MSFT,07/15/2022,0.91,0.19,0.91,0.91,0.92
MSFT,07/14/2022,0.9,0.16,0.89,0.89,0.89
MSFT,07/13/2022,0.9,0.19,0.89,0.89,0.89
MSFT,07-12-2022,0.9,0.23,0.95,0.93,0.91
MSFT,07-11-2022,0.94,0.12,0.94,0.93,0.94
MSFT,07-08-2022,0.95,0.12,0.94,0.94,0.95
MSFT,07-07-2022,0.96,0.13,0.94,0.94,0.95
MSFT,07-06-2022,0.95,0.15,0.94,0.94,0.95
MSFT,07-05-2022,0.94,0.14,0.91,0.92,0.92
MSFT,07-01-2022,0.92,0.14,0.91,0.91,0.92
MSFT,06/30/2022,0.91,0.2,0.91,0.91,0.91
MSFT,06/29/2022,0.93,0.12,0.92,0.92,0.92
MSFT,06/28/2022,0.91,0.17,0.94,0.94,0.92
MSFT,06/27/2022,0.94,0.15,0.95,0.94,0.95
MSFT,06/24/2022,0.95,0.22,0.93,0.94,0.94
MSFT,06/23/2022,0.92,0.16,0.91,0.91,0.91
MSFT,06/22/2022,0.9,0.16,0.9,0.9,0.9
MSFT,06/21/2022,0.9,0.19,0.89,0.89,0.9
MSFT,06/17/2022,0.88,0.28,0.87,0.88,0.88
MSFT,06/16/2022,0.87,0.21,0.87,0.87,0.88
MSFT,06/15/2022,0.9,0.21,0.88,0.89,0.89
MSFT,06/14/2022,0.87,0.18,0.87,0.86,0.87
MSFT,06/13/2022,0.86,0.3,0.87,0.87,0.87
MSFT,06-10-2022,0.9,0.2,0.93,0.91,0.91
MSFT,06-09-2022,0.94,0.17,0.95,0.96,0.95
MSFT,06-08-2022,0.96,0.11,0.97,0.96,0.97
MSFT,06-07-2022,0.97,0.14,0.95,0.96,0.96
MSFT,06-06-2022,0.96,0.14,0.97,0.96,0.96
MSFT,06-03-2022,0.96,0.18,0.96,0.96,0.97
MSFT,06-02-2022,0.98,0.28,0.94,0.96,0.94
MSFT,06-01-2022,0.97,0.16,0.98,0.97,0.97
MSFT,05/31/2022,0.97,0.24,0.97,0.96,0.97
MSFT,05/27/2022,0.97,0.17,0.96,0.96,0.96
MSFT,05/26/2022,0.95,0.16,0.93,0.94,0.94
MSFT,05/25/2022,0.93,0.18,0.92,0.93,0.93
MSFT,05/24/2022,0.92,0.18,0.92,0.92,0.91
MSFT,05/23/2022,0.93,0.21,0.91,0.92,0.91
MSFT,05/20/2022,0.9,0.25,0.91,0.91,0.89
MSFT,05/19/2022,0.9,0.21,0.9,0.9,0.91
MSFT,05/18/2022,0.9,0.2,0.94,0.92,0.91
MSFT,05/17/2022,0.95,0.18,0.95,0.94,0.95
MSFT,05/16/2022,0.93,0.21,0.92,0.93,0.92
MSFT,05/13/2022,0.93,0.22,0.92,0.92,0.92
MSFT,05-12-2022,0.91,0.33,0.92,0.91,0.9
MSFT,05-11-2022,0.93,0.31,0.95,0.95,0.93
MSFT,05-10-2022,0.96,0.25,0.97,0.96,0.96
MSFT,05-09-2022,0.94,0.31,0.96,0.95,0.95
MSFT,05-06-2022,0.98,0.24,0.98,0.98,0.98
MSFT,05-05-2022,0.99,0.28,1.0,1.0,0.99
MSFT,05-04-2022,1.0,0.21,1.0,1.0,1.0
MSFT,05-03-2022,1.0,0.16,1.0,1.0,1.0
MSFT,05-02-2022,1.0,0.22,0.99,1.0,1.0
MSFT,04/29/2022,0.99,0.24,1.0,1.0,1.0
MSFT,04/28/2022,1.0,0.21,1.0,1.0,1.0
MSFT,04/27/2022,1.0,0.41,1.0,1.0,1.0
MSFT,04/26/2022,0.96,0.3,0.99,0.98,0.97
MSFT,04/25/2022,1.0,0.23,0.97,0.99,0.98
MSFT,04/22/2022,0.98,0.19,1.0,0.99,0.99
MSFT,04/21/2022,1.0,0.19,1.0,1.0,1.0
MSFT,04/20/2022,1.0,0.14,1.0,1.0,1.0
MSFT,04/19/2022,1.0,0.14,0.99,1.0,1.0
MSFT,04/18/2022,1.0,0.13,0.99,0.99,1.0
MSFT,04/14/2022,1.0,0.18,1.0,1.0,1.0
MSFT,04/13/2022,1.0,0.14,1.0,1.0,1.0
MSFT,04-12-2022,1.0,0.2,1.0,1.0,1.0
MSFT,04-11-2022,1.0,0.22,1.0,1.0,1.0
MSFT,04-08-2022,1.0,0.15,1.0,1.0,1.0
MSFT,04-07-2022,1.0,0.2,1.0,1.0,1.0
MSFT,04-06-2022,1.0,0.26,1.0,1.0,1.0
MSFT,04-05-2022,1.0,0.14,1.0,1.0,1.0
MSFT,04-04-2022,1.0,0.15,1.0,1.0,1.0
MSFT,04-01-2022,1.0,0.17,1.0,1.0,1.0
MSFT,03/31/2022,1.0,0.21,1.0,1.0,1.0
MSFT,03/30/2022,1.0,0.18,1.0,1.0,1.0
MSFT,03/29/2022,1.0,0.19,1.0,1.0,1.0
MSFT,03/28/2022,1.0,0.19,1.0,1.0,1.0
MSFT,03/25/2022,1.0,0.14,1.0,1.0,1.0
MSFT,03/24/2022,1.0,0.15,1.0,1.0,1.0
MSFT,03/23/2022,1.0,0.16,1.0,1.0,1.0
MSFT,03/22/2022,1.0,0.17,1.0,1.0,1.0
MSFT,03/21/2022,1.0,0.18,1.0,1.0,1.0
MSFT,03/18/2022,1.0,0.28,1.0,1.0,1.0
MSFT,03/17/2022,1.0,0.19,1.0,1.0,1.0
MSFT,03/16/2022,1.0,0.24,1.0,1.0,1.0
MSFT,03/15/2022,1.0,0.22,1.0,1.0,1.0
MSFT,03/14/2022,0.98,0.19,1.0,1.0,0.99
MSFT,03-11-2022,1.0,0.17,1.0,1.0,1.0
MSFT,03-10-2022,1.0,0.19,1.0,1.0,1.0
MSFT,03-09-2022,1.0,0.22,1.0,1.0,1.0
MSFT,03-08-2022,0.98,0.31,0.99,1.0,0.97
MSFT,03-07-2022,0.99,0.28,1.0,1.0,1.0
MSFT,03-04-2022,1.0,0.21,1.0,1.0,1.0
MSFT,03-03-2022,1.0,0.17,1.0,1.0,1.0
MSFT,03-02-2022,1.0,0.2,1.0,1.0,1.0
MSFT,03-01-2022,1.0,0.2,1.0,1.0,1.0
MSFT,02/28/2022,1.0,0.22,1.0,1.0,1.0
MSFT,02/25/2022,1.0,0.21,1.0,1.0,1.0
MSFT,02/24/2022,1.0,0.37,0.97,1.0,0.98
MSFT,02/23/2022,1.0,0.24,1.0,1.0,1.0
MSFT,02/22/2022,1.0,0.27,1.0,1.0,1.0
MSFT,02/18/2022,1.0,0.22,1.0,1.0,1.0
MSFT,02/17/2022,1.0,0.21,1.0,1.0,1.0
MSFT,02/16/2022,1.0,0.19,1.0,1.0,1.0
MSFT,02/15/2022,1.0,0.17,1.0,1.0,1.0
MSFT,02/14/2022,1.0,0.23,1.0,1.0,1.0
MSFT,02-11-2022,1.0,0.25,1.0,1.0,1.0
MSFT,02-10-2022,1.0,0.29,1.0,1.0,1.0
MSFT,02-09-2022,1.0,0.2,1.0,1.0,1.0
MSFT,02-08-2022,1.0,0.21,1.0,1.0,1.0
MSFT,02-07-2022,1.0,0.18,1.0,1.0,1.0
MSFT,02-04-2022,1.0,0.22,1.0,1.0,1.0
MSFT,02-03-2022,1.0,0.28,1.0,1.0,1.0
MSFT,02-02-2022,1.0,0.23,1.0,1.0,1.0
MSFT,02-01-2022,1.0,0.26,1.0,1.0,1.0
MSFT,01/31/2022,1.0,0.3,1.0,1.0,1.0
MSFT,01/28/2022,1.0,0.32,1.0,1.0,1.0
MSFT,01/27/2022,1.0,0.34,1.0,1.0,1.0
MSFT,01/26/2022,1.0,0.59,1.0,1.0,1.0
MSFT,01/25/2022,1.0,0.47,1.0,1.0,1.0
MSFT,01/24/2022,1.0,0.56,1.0,1.0,0.99
MSFT,01/21/2022,1.0,0.37,1.0,1.0,1.0
MSFT,01/20/2022,1.0,0.22,1.0,1.0,1.0
MSFT,01/19/2022,1.0,0.29,1.0,1.0,1.0
MSFT,01/18/2022,1.0,0.27,1.0,1.0,1.0
MSFT,01/14/2022,1.0,0.25,1.0,1.0,1.0
MSFT,01/13/2022,1.0,0.29,1.0,1.0,1.0
MSFT,01-12-2022,1.0,0.22,1.0,1.0,1.0
MSFT,01-11-2022,1.0,0.19,1.0,1.0,1.0
MSFT,01-10-2022,1.0,0.28,1.0,1.0,1.0
MSFT,01-07-2022,1.0,0.21,1.0,1.0,1.0
MSFT,01-06-2022,1.0,0.25,1.0,1.0,1.0
MSFT,01-05-2022,1.0,0.26,1.0,1.0,1.0
MSFT,01-04-2022,1.0,0.21,1.0,1.0,1.0
MSFT,01-03-2022,1.0,0.18,1.0,1.0,1.0
MSFT,12/31/2021,1.0,0.11,1.0,1.0,1.0
MSFT,12/30/2021,1.0,0.1,1.0,1.0,1.0
MSFT,12/29/2021,1.0,0.09,1.0,1.0,1.0
MSFT,12/28/2021,1.0,0.1,1.0,1.0,1.0
MSFT,12/27/2021,1.0,0.12,1.0,1.0,1.0
MSFT,12/23/2021,1.0,0.12,1.0,1.0,1.0
MSFT,12/22/2021,1.0,0.16,1.0,1.0,1.0
MSFT,12/21/2021,1.0,0.15,1.0,1.0,1.0
MSFT,12/20/2021,1.0,0.18,1.0,1.0,1.0
MSFT,12/17/2021,1.0,0.31,1.0,1.0,1.0
MSFT,12/16/2021,1.0,0.22,1.0,1.0,1.0
MSFT,12/15/2021,1.0,0.22,1.0,1.0,1.0
MSFT,12/14/2021,1.0,0.28,1.0,1.0,1.0
MSFT,12/13/2021,1.0,0.18,1.0,1.0,1.0
MSFT,12-10-2021,1.0,0.24,1.0,1.0,1.0
MSFT,12-09-2021,1.0,0.14,1.0,1.0,1.0
MSFT,12-08-2021,1.0,0.16,1.0,1.0,1.0
MSFT,12-07-2021,1.0,0.2,1.0,1.0,1.0
MSFT,12-06-2021,1.0,0.19,1.0,1.0,1.0
MSFT,12-03-2021,1.0,0.27,1.0,1.0,1.0
MSFT,12-02-2021,1.0,0.19,1.0,1.0,1.0
MSFT,12-01-2021,1.0,0.21,1.0,1.0,1.0
MSFT,11/30/2021,1.0,0.27,1.0,1.0,1.0
MSFT,11/29/2021,1.0,0.18,1.0,1.0,1.0
MSFT,11/26/2021,1.0,0.15,1.0,1.0,1.0
MSFT,11/24/2021,1.0,0.13,1.0,1.0,1.0
MSFT,11/23/2021,1.0,0.19,1.0,1.0,1.0
MSFT,11/22/2021,1.0,0.2,1.0,1.0,1.0
MSFT,11/19/2021,1.0,0.14,1.0,1.0,1.0
MSFT,11/18/2021,1.0,0.14,1.0,1.0,1.0
MSFT,11/17/2021,1.0,0.12,1.0,1.0,1.0
MSFT,11/16/2021,1.0,0.13,1.0,1.0,1.0
MSFT,11/15/2021,1.0,0.1,1.0,1.0,1.0
MSFT,11-12-2021,1.0,0.15,1.0,1.0,1.0
MSFT,11-11-2021,1.0,0.1,1.0,1.0,1.0
MSFT,11-10-2021,1.0,0.16,1.0,1.0,1.0
MSFT,11-09-2021,1.0,0.13,1.0,1.0,1.0
MSFT,11-08-2021,1.0,0.13,1.0,1.0,1.0
MSFT,11-05-2021,1.0,0.14,1.0,1.0,1.0
MSFT,11-04-2021,1.0,0.15,1.0,1.0,1.0
MSFT,11-03-2021,1.0,0.13,1.0,1.0,1.0
MSFT,11-02-2021,1.0,0.17,1.0,1.0,1.0
MSFT,11-01-2021,1.0,0.17,1.0,1.0,1.0
MSFT,10/29/2021,1.0,0.22,1.0,1.0,1.0
MSFT,10/28/2021,1.0,0.17,1.0,1.0,1.0
MSFT,10/27/2021,1.0,0.34,1.0,1.0,1.0
MSFT,10/26/2021,1.0,0.18,1.0,1.0,1.0
MSFT,10/25/2021,1.0,0.11,1.0,1.0,1.0
MSFT,10/22/2021,1.0,0.11,1.0,1.0,1.0
MSFT,10/21/2021,1.0,0.1,1.0,1.0,1.0
MSFT,10/20/2021,1.0,0.1,1.0,1.0,1.0
MSFT,10/19/2021,1.0,0.11,1.0,1.0,1.0
