date,open,high,low,close,volume,rsi_7,rsi_14,cci_7,cci_14,sma_50,ema_50,sma_100,ema_100,macd,bollinger,TrueRange,atr_7,atr_14,next_day_close
2016-01-11,0.01,0.01,0.01,0.01,0.23,0.16,0.24,0.27,0.22,0.02,0.02,0.02,0.02,0.41,0.01,0.03,0.01,0.01,0.01
2016-01-12,0.01,0.01,0.01,0.01,0.16,0.23,0.27,0.31,0.28,0.02,0.02,0.02,0.02,0.4,0.01,0.02,0.01,0.01,0.01
2016-01-13,0.01,0.01,0.01,0.01,0.23,0.14,0.19,0.25,0.26,0.02,0.02,0.02,0.02,0.38,0.01,0.04,0.02,0.01,0.01
2016-01-14,0.01,0.01,0.01,0.01,0.39,0.29,0.28,0.28,0.28,0.02,0.02,0.02,0.02,0.38,0.01,0.05,0.02,0.01,0.01
2016-01-15,0.01,0.01,0.01,0.01,0.33,0.28,0.27,0.3,0.3,0.02,0.02,0.02,0.02,0.38,0.01,0.03,0.02,0.01,0.01
2016-01-19,0.01,0.01,0.01,0.01,0.23,0.28,0.27,0.44,0.34,0.02,0.02,0.02,0.02,0.37,0.01,0.03,0.02,0.01,0.01
2016-01-20,0.01,0.01,0.01,0.01,0.35,0.2,0.22,0.15,0.29,0.02,0.01,0.01,0.02,0.37,0.01,0.04,0.02,0.01,0.01
2016-01-21,0.01,0.01,0.01,0.01,0.17,0.24,0.24,0.32,0.32,0.02,0.01,0.01,0.02,0.36,0.01,0.02,0.02,0.01,0.01
2016-01-22,0.01,0.01,0.01,0.01,0.16,0.33,0.28,0.52,0.36,0.02,0.01,0.01,0.02,0.36,0.01,0.02,0.02,0.01,0.01
2016-01-25,0.01,0.01,0.01,0.01,0.14,0.24,0.23,0.35,0.32,0.02,0.01,0.01,0.02,0.36,0.01,0.02,0.02,0.01,0.01
2016-01-26,0.01,0.01,0.01,0.01,0.29,0.2,0.2,0.2,0.25,0.01,0.01,0.01,0.02,0.35,0.01,0.03,0.02,0.01,0.01
2016-01-27,0.01,0.01,0.01,0.01,0.2,0.15,0.16,0.19,0.2,0.01,0.01,0.01,0.02,0.35,0.01,0.02,0.02,0.01,0.01
2016-01-28,0.01,0.01,0.01,0.01,0.26,0.21,0.19,0.26,0.23,0.01,0.01,0.01,0.02,0.34,0.01,0.02,0.02,0.01,0.01
2016-01-29,0.01,0.01,0.01,0.01,0.15,0.26,0.22,0.4,0.31,0.01,0.01,0.01,0.02,0.34,0.01,0.01,0.01,0.01,0.01
2016-02-01,0.01,0.01,0.01,0.01,0.31,0.43,0.32,0.48,0.36,0.01,0.01,0.01,0.02,0.35,0.01,0.05,0.02,0.01,0.01
2016-02-02,0.01,0.01,0.01,0.01,0.34,0.23,0.2,0.25,0.26,0.01,0.01,0.01,0.02,0.34,0.01,0.05,0.02,0.02,0.01
2016-02-03,0.01,0.01,0.01,0.01,0.49,0.16,0.14,0.09,0.17,0.01,0.01,0.01,0.02,0.33,0.01,0.04,0.02,0.02,0.01
2016-02-04,0.01,0.0,0.01,0.01,0.25,0.21,0.17,0.21,0.19,0.01,0.01,0.01,0.02,0.32,0.01,0.03,0.02,0.02,0.0
2016-02-05,0.01,0.0,0.0,0.0,0.59,0.13,0.1,0.23,0.17,0.01,0.01,0.01,0.02,0.31,0.01,0.06,0.02,0.02,0.0
2016-02-08,0.0,0.0,0.0,0.0,0.58,0.07,0.04,0.19,0.14,0.01,0.01,0.01,0.02,0.28,0.01,0.05,0.03,0.02,0.0
2016-02-09,0.0,0.0,0.0,0.0,0.54,0.08,0.04,0.28,0.22,0.01,0.01,0.01,0.02,0.27,0.01,0.06,0.03,0.02,0.0
2016-02-10,0.0,0.0,0.0,0.0,0.66,0.06,0.03,0.31,0.25,0.01,0.01,0.01,0.01,0.25,0.01,0.04,0.03,0.02,0.0
2016-02-11,0.0,0.0,0.0,0.0,0.92,0.21,0.13,0.42,0.32,0.01,0.01,0.01,0.01,0.25,0.01,0.06,0.03,0.02,0.0
2016-02-12,0.0,0.0,0.0,0.0,0.44,0.22,0.13,0.41,0.33,0.01,0.01,0.01,0.01,0.25,0.01,0.04,0.03,0.02,0.0
2016-02-16,0.0,0.0,0.0,0.0,0.33,0.31,0.19,0.63,0.38,0.01,0.01,0.01,0.01,0.25,0.01,0.04,0.03,0.02,0.0
2016-02-17,0.0,0.0,0.0,0.0,0.35,0.53,0.35,0.86,0.44,0.01,0.01,0.01,0.01,0.27,0.01,0.04,0.03,0.02,0.0
2016-02-18,0.01,0.0,0.0,0.0,0.22,0.5,0.34,0.77,0.48,0.01,0.01,0.01,0.01,0.29,0.01,0.02,0.03,0.02,0.0
2016-02-19,0.0,0.0,0.0,0.0,0.15,0.5,0.34,0.65,0.47,0.01,0.01,0.01,0.01,0.3,0.0,0.01,0.02,0.02,0.01
2016-02-22,0.0,0.01,0.01,0.01,0.3,0.64,0.46,0.76,0.59,0.01,0.01,0.01,0.01,0.32,0.0,0.04,0.03,0.02,0.01
2016-02-23,0.01,0.01,0.01,0.01,0.36,0.63,0.45,0.75,0.63,0.01,0.01,0.01,0.01,0.34,0.0,0.02,0.02,0.02,0.01
2016-02-24,0.01,0.01,0.01,0.01,0.32,0.65,0.47,0.65,0.6,0.01,0.01,0.01,0.01,0.36,0.0,0.03,0.02,0.02,0.01
2016-02-25,0.01,0.01,0.01,0.01,0.34,0.74,0.55,0.76,0.67,0.01,0.01,0.01,0.01,0.38,0.0,0.04,0.02,0.02,0.01
2016-02-26,0.01,0.01,0.01,0.01,0.36,0.76,0.57,0.8,0.68,0.01,0.01,0.01,0.01,0.4,0.0,0.02,0.02,0.02,0.01
2016-02-29,0.01,0.01,0.01,0.01,0.26,0.78,0.59,0.75,0.66,0.01,0.01,0.01,0.01,0.42,0.0,0.02,0.02,0.02,0.01
2016-03-01,0.01,0.01,0.01,0.01,0.41,0.63,0.52,0.62,0.6,0.01,0.01,0.01,0.01,0.43,0.0,0.04,0.02,0.02,0.01
2016-03-02,0.01,0.01,0.01,0.01,0.28,0.66,0.54,0.54,0.57,0.01,0.01,0.01,0.01,0.44,0.0,0.02,0.02,0.02,0.01
2016-03-03,0.01,0.01,0.01,0.01,0.28,0.74,0.6,0.69,0.61,0.01,0.01,0.01,0.01,0.45,0.0,0.04,0.02,0.02,0.01
2016-03-04,0.01,0.01,0.01,0.01,0.39,0.79,0.65,0.86,0.66,0.01,0.01,0.01,0.01,0.47,0.0,0.02,0.02,0.02,0.01
2016-03-07,0.01,0.01,0.01,0.01,0.31,0.82,0.68,0.79,0.67,0.01,0.01,0.01,0.01,0.48,0.01,0.04,0.02,0.02,0.01
2016-03-08,0.01,0.01,0.01,0.01,0.24,0.74,0.64,0.69,0.65,0.01,0.01,0.01,0.01,0.49,0.01,0.01,0.02,0.02,0.01
2016-03-09,0.01,0.01,0.01,0.01,0.17,0.79,0.69,0.68,0.65,0.01,0.01,0.01,0.01,0.5,0.01,0.02,0.02,0.02,0.01
2016-03-10,0.01,0.01,0.01,0.01,0.3,0.7,0.64,0.64,0.62,0.01,0.01,0.01,0.01,0.51,0.01,0.04,0.02,0.02,0.01
2016-03-11,0.01,0.01,0.01,0.01,0.18,0.72,0.66,0.66,0.61,0.01,0.01,0.01,0.01,0.51,0.01,0.01,0.02,0.02,0.01
2016-03-14,0.01,0.01,0.01,0.01,0.23,0.79,0.71,0.9,0.65,0.01,0.01,0.01,0.01,0.52,0.01,0.03,0.02,0.02,0.01
2016-03-15,0.01,0.01,0.01,0.01,0.17,0.82,0.73,0.79,0.65,0.01,0.01,0.01,0.01,0.54,0.01,0.02,0.02,0.02,0.01
2016-03-16,0.01,0.01,0.01,0.01,0.19,0.84,0.76,0.76,0.67,0.01,0.01,0.01,0.01,0.55,0.01,0.01,0.01,0.01,0.01
2016-03-17,0.01,0.01,0.01,0.01,0.21,0.87,0.78,0.77,0.69,0.01,0.01,0.01,0.01,0.56,0.01,0.02,0.01,0.01,0.02
2016-03-18,0.01,0.01,0.02,0.02,0.27,0.9,0.82,0.79,0.71,0.01,0.01,0.01,0.01,0.57,0.01,0.02,0.01,0.01,0.02
2016-03-21,0.02,0.02,0.02,0.02,0.31,0.92,0.85,0.77,0.7,0.01,0.01,0.01,0.01,0.58,0.01,0.02,0.01,0.01,0.02
2016-03-22,0.02,0.02,0.02,0.02,0.25,0.8,0.78,0.67,0.65,0.01,0.01,0.01,0.01,0.59,0.01,0.02,0.01,0.01,0.01
2016-03-23,0.02,0.01,0.01,0.01,0.29,0.54,0.62,0.47,0.55,0.01,0.01,0.01,0.01,0.58,0.01,0.04,0.01,0.01,0.01
2016-03-24,0.01,0.01,0.01,0.01,0.29,0.61,0.66,0.37,0.51,0.01,0.01,0.01,0.01,0.58,0.01,0.04,0.02,0.01,0.02
2016-03-28,0.02,0.01,0.01,0.02,0.22,0.64,0.67,0.5,0.56,0.01,0.01,0.01,0.01,0.57,0.01,0.03,0.02,0.01,0.02
2016-03-29,0.01,0.01,0.01,0.02,0.22,0.63,0.67,0.45,0.54,0.01,0.01,0.01,0.01,0.57,0.01,0.02,0.02,0.01,0.01
2016-03-30,0.02,0.01,0.02,0.01,0.23,0.56,0.63,0.47,0.54,0.01,0.01,0.01,0.01,0.57,0.01,0.03,0.02,0.01,0.02
2016-03-31,0.01,0.01,0.01,0.02,0.5,0.6,0.65,0.58,0.54,0.01,0.01,0.01,0.01,0.56,0.01,0.04,0.02,0.01,0.02
2016-04-01,0.02,0.02,0.02,0.02,1.0,0.71,0.71,0.96,0.66,0.01,0.01,0.01,0.01,0.56,0.01,0.06,0.02,0.02,0.02
2016-04-04,0.02,0.02,0.02,0.02,0.87,0.79,0.77,0.84,0.76,0.01,0.01,0.01,0.01,0.57,0.01,0.05,0.02,0.02,0.02
2016-04-05,0.02,0.02,0.02,0.02,0.63,0.84,0.81,0.75,0.73,0.01,0.01,0.01,0.01,0.59,0.01,0.05,0.03,0.02,0.02
2016-04-06,0.02,0.02,0.02,0.02,0.75,0.88,0.85,0.79,0.78,0.01,0.01,0.01,0.01,0.6,0.02,0.04,0.03,0.02,0.02
2016-04-07,0.02,0.02,0.02,0.02,0.55,0.71,0.74,0.69,0.69,0.01,0.01,0.01,0.01,0.61,0.02,0.05,0.03,0.02,0.02
2016-04-08,0.02,0.02,0.02,0.02,0.45,0.59,0.66,0.56,0.59,0.01,0.01,0.01,0.01,0.6,0.02,0.04,0.03,0.02,0.02
2016-04-11,0.02,0.02,0.02,0.02,0.57,0.59,0.66,0.48,0.55,0.01,0.01,0.01,0.02,0.6,0.02,0.04,0.03,0.02,0.02
2016-04-12,0.02,0.02,0.02,0.02,0.34,0.55,0.63,0.33,0.51,0.01,0.01,0.01,0.02,0.59,0.02,0.02,0.03,0.02,0.02
2016-04-13,0.02,0.02,0.02,0.02,0.29,0.64,0.68,0.45,0.54,0.01,0.01,0.01,0.02,0.59,0.02,0.02,0.02,0.02,0.02
2016-04-14,0.02,0.02,0.02,0.02,0.23,0.58,0.64,0.46,0.54,0.01,0.01,0.01,0.02,0.58,0.02,0.01,0.02,0.02,0.02
2016-04-15,0.02,0.02,0.02,0.02,0.21,0.62,0.66,0.48,0.53,0.01,0.02,0.01,0.02,0.58,0.02,0.01,0.02,0.02,0.02
2016-04-18,0.02,0.02,0.02,0.02,0.24,0.6,0.66,0.74,0.54,0.01,0.02,0.01,0.02,0.57,0.02,0.02,0.02,0.02,0.02
2016-04-19,0.02,0.02,0.02,0.02,0.38,0.46,0.57,0.25,0.41,0.01,0.02,0.01,0.02,0.56,0.02,0.04,0.02,0.02,0.02
2016-04-20,0.02,0.02,0.02,0.02,0.3,0.51,0.59,0.36,0.38,0.01,0.02,0.01,0.02,0.55,0.02,0.04,0.02,0.02,0.02
2016-04-21,0.02,0.02,0.02,0.02,0.14,0.48,0.57,0.36,0.35,0.01,0.02,0.01,0.02,0.54,0.02,0.01,0.02,0.02,0.02
2016-04-22,0.02,0.02,0.02,0.02,0.21,0.58,0.62,0.51,0.42,0.01,0.02,0.01,0.02,0.54,0.02,0.02,0.02,0.02,0.02
2016-04-25,0.02,0.02,0.02,0.02,0.2,0.53,0.59,0.65,0.48,0.01,0.02,0.01,0.02,0.54,0.02,0.02,0.02,0.01,0.02
2016-04-26,0.02,0.02,0.02,0.02,0.17,0.57,0.61,0.62,0.5,0.02,0.02,0.01,0.02,0.53,0.02,0.02,0.01,0.01,0.02
2016-04-27,0.02,0.02,0.02,0.02,0.17,0.51,0.58,0.6,0.49,0.02,0.02,0.01,0.02,0.53,0.02,0.01,0.01,0.01,0.02
2016-04-28,0.02,0.02,0.02,0.02,0.12,0.42,0.52,0.39,0.37,0.02,0.02,0.01,0.02,0.52,0.02,0.01,0.01,0.01,0.02
2016-04-29,0.02,0.02,0.02,0.02,0.32,0.29,0.43,0.09,0.14,0.02,0.02,0.01,0.02,0.5,0.02,0.03,0.01,0.01,0.02
2016-05-02,0.02,0.02,0.02,0.02,0.21,0.33,0.45,0.21,0.15,0.02,0.02,0.01,0.02,0.49,0.02,0.02,0.01,0.01,0.02
2016-05-03,0.02,0.02,0.02,0.02,0.24,0.2,0.34,0.23,0.12,0.02,0.02,0.01,0.02,0.47,0.02,0.03,0.01,0.01,0.01
2016-05-04,0.01,0.01,0.01,0.01,0.54,0.13,0.26,0.2,0.12,0.02,0.02,0.01,0.02,0.45,0.02,0.04,0.02,0.01,0.01
2016-05-05,0.01,0.01,0.01,0.01,0.72,0.08,0.19,0.21,0.14,0.02,0.02,0.01,0.02,0.42,0.02,0.06,0.02,0.02,0.01
2016-05-06,0.01,0.01,0.01,0.01,0.34,0.16,0.23,0.26,0.19,0.02,0.02,0.01,0.02,0.41,0.02,0.02,0.02,0.02,0.01
2016-05-09,0.01,0.01,0.01,0.01,0.28,0.12,0.19,0.3,0.24,0.02,0.02,0.01,0.02,0.39,0.02,0.03,0.02,0.02,0.01
2016-05-10,0.01,0.01,0.01,0.01,0.23,0.12,0.19,0.32,0.27,0.02,0.02,0.01,0.02,0.37,0.02,0.01,0.02,0.01,0.01
2016-05-11,0.01,0.01,0.01,0.01,0.3,0.13,0.2,0.37,0.31,0.02,0.02,0.01,0.02,0.36,0.02,0.03,0.02,0.01,0.01
2016-05-12,0.01,0.01,0.01,0.01,0.2,0.12,0.18,0.33,0.32,0.02,0.02,0.01,0.02,0.35,0.02,0.02,0.02,0.01,0.01
2016-05-13,0.01,0.01,0.01,0.01,0.14,0.13,0.19,0.38,0.34,0.02,0.02,0.01,0.02,0.35,0.02,0.01,0.01,0.01,0.01
2016-05-16,0.01,0.01,0.01,0.01,0.15,0.16,0.2,0.51,0.36,0.02,0.02,0.01,0.02,0.34,0.02,0.01,0.01,0.01,0.01
2016-05-17,0.01,0.01,0.01,0.01,0.15,0.12,0.17,0.23,0.35,0.02,0.02,0.01,0.02,0.34,0.02,0.01,0.01,0.01,0.01
2016-05-18,0.01,0.01,0.01,0.01,0.33,0.36,0.29,0.76,0.4,0.02,0.02,0.01,0.02,0.34,0.01,0.03,0.01,0.01,0.01
2016-05-19,0.01,0.01,0.01,0.01,0.42,0.46,0.35,0.78,0.43,0.02,0.02,0.01,0.02,0.35,0.01,0.03,0.01,0.01,0.01
2016-05-20,0.01,0.01,0.01,0.01,0.56,0.57,0.42,0.87,0.55,0.02,0.02,0.01,0.02,0.36,0.01,0.01,0.01,0.01,0.01
2016-05-23,0.01,0.01,0.01,0.01,0.3,0.47,0.37,0.72,0.59,0.02,0.02,0.01,0.02,0.37,0.01,0.02,0.01,0.01,0.01
2016-05-24,0.01,0.01,0.01,0.01,0.16,0.51,0.4,0.63,0.61,0.02,0.02,0.01,0.02,0.37,0.01,0.01,0.01,0.01,0.01
2016-05-25,0.01,0.01,0.01,0.01,0.16,0.55,0.42,0.65,0.65,0.02,0.02,0.01,0.02,0.38,0.01,0.01,0.01,0.01,0.01
2016-05-26,0.01,0.01,0.01,0.01,0.23,0.65,0.5,0.78,0.69,0.02,0.02,0.01,0.02,0.39,0.01,0.02,0.01,0.01,0.01
2016-05-27,0.01,0.01,0.01,0.01,0.2,0.59,0.47,0.75,0.64,0.02,0.02,0.01,0.02,0.4,0.01,0.01,0.01,0.01,0.01
2016-05-31,0.01,0.01,0.01,0.01,0.14,0.6,0.47,0.67,0.61,0.02,0.02,0.01,0.02,0.41,0.01,0.0,0.01,0.01,0.01
2016-06-01,0.01,0.01,0.01,0.01,0.15,0.48,0.42,0.44,0.54,0.02,0.02,0.01,0.02,0.41,0.01,0.02,0.01,0.01,0.01
2016-06-02,0.01,0.01,0.01,0.01,0.09,0.46,0.41,0.37,0.51,0.02,0.02,0.01,0.02,0.41,0.01,0.0,0.01,0.01,0.01
2016-06-03,0.01,0.01,0.01,0.01,0.1,0.46,0.41,0.4,0.52,0.02,0.02,0.01,0.02,0.42,0.01,0.01,0.0,0.01,0.01
2016-06-06,0.01,0.01,0.01,0.01,0.1,0.53,0.44,0.36,0.49,0.02,0.02,0.01,0.02,0.42,0.01,0.01,0.0,0.01,0.02
2016-06-07,0.01,0.01,0.01,0.02,0.37,0.76,0.6,0.87,0.8,0.02,0.02,0.01,0.02,0.43,0.01,0.04,0.01,0.01,0.02
2016-06-08,0.02,0.02,0.02,0.02,0.36,0.79,0.64,0.84,0.84,0.02,0.02,0.01,0.02,0.44,0.01,0.02,0.01,0.01,0.01
2016-06-09,0.02,0.01,0.02,0.01,0.26,0.6,0.54,0.63,0.65,0.02,0.02,0.01,0.02,0.45,0.01,0.02,0.01,0.01,0.01
2016-06-10,0.01,0.01,0.01,0.01,0.36,0.39,0.4,0.42,0.43,0.02,0.02,0.01,0.02,0.44,0.01,0.03,0.01,0.01,0.01
2016-06-13,0.01,0.01,0.01,0.01,0.24,0.38,0.39,0.38,0.39,0.02,0.02,0.01,0.02,0.44,0.01,0.02,0.01,0.01,0.01
2016-06-14,0.01,0.01,0.01,0.01,0.2,0.33,0.36,0.31,0.3,0.02,0.02,0.01,0.02,0.43,0.01,0.03,0.01,0.01,0.01
2016-06-15,0.01,0.01,0.01,0.01,0.15,0.4,0.4,0.35,0.34,0.02,0.02,0.01,0.02,0.43,0.01,0.02,0.01,0.01,0.01
2016-06-16,0.01,0.01,0.01,0.01,0.12,0.41,0.4,0.35,0.32,0.02,0.02,0.01,0.02,0.43,0.01,0.01,0.01,0.01,0.01
2016-06-17,0.01,0.01,0.01,0.01,0.16,0.36,0.37,0.36,0.34,0.02,0.02,0.01,0.02,0.42,0.01,0.01,0.01,0.01,0.01
2016-06-20,0.01,0.01,0.01,0.01,0.19,0.48,0.44,0.64,0.43,0.02,0.01,0.01,0.02,0.42,0.01,0.02,0.01,0.01,0.01
2016-06-21,0.01,0.01,0.01,0.01,0.26,0.47,0.43,0.66,0.43,0.02,0.01,0.01,0.02,0.43,0.01,0.01,0.01,0.01,0.01
2016-06-22,0.01,0.01,0.01,0.01,1.0,0.16,0.2,0.0,0.05,0.02,0.01,0.01,0.02,0.41,0.01,0.08,0.02,0.01,0.01
2016-06-23,0.01,0.01,0.01,0.01,0.64,0.16,0.2,0.22,0.12,0.02,0.01,0.01,0.02,0.39,0.01,0.01,0.01,0.01,0.01
2016-06-24,0.01,0.01,0.01,0.01,0.43,0.14,0.18,0.29,0.19,0.02,0.01,0.01,0.02,0.38,0.01,0.02,0.01,0.01,0.01
2016-06-27,0.01,0.01,0.01,0.01,0.44,0.28,0.26,0.37,0.27,0.02,0.01,0.01,0.02,0.37,0.01,0.03,0.02,0.01,0.01
2016-06-28,0.01,0.01,0.01,0.01,0.37,0.36,0.31,0.47,0.36,0.02,0.01,0.01,0.02,0.37,0.01,0.01,0.01,0.01,0.01
2016-06-29,0.01,0.01,0.01,0.01,0.36,0.51,0.42,0.63,0.44,0.02,0.01,0.01,0.02,0.38,0.01,0.03,0.01,0.01,0.01
2016-06-30,0.01,0.01,0.01,0.01,0.28,0.55,0.44,0.78,0.48,0.01,0.01,0.01,0.02,0.39,0.01,0.01,0.01,0.01,0.01
2016-07-01,0.01,0.01,0.01,0.01,0.32,0.61,0.49,0.71,0.51,0.01,0.01,0.01,0.02,0.4,0.01,0.04,0.01,0.01,0.01
2016-07-05,0.01,0.01,0.01,0.01,0.3,0.55,0.46,0.64,0.5,0.01,0.01,0.01,0.02,0.41,0.01,0.02,0.01,0.01,0.01
2016-07-06,0.01,0.01,0.01,0.01,0.29,0.56,0.47,0.63,0.52,0.01,0.01,0.01,0.02,0.41,0.01,0.02,0.01,0.01,0.01
2016-07-07,0.01,0.01,0.01,0.01,0.2,0.59,0.49,0.71,0.55,0.01,0.01,0.01,0.02,0.42,0.01,0.01,0.01,0.01,0.01
2016-07-08,0.01,0.01,0.01,0.01,0.23,0.61,0.5,0.78,0.57,0.01,0.01,0.01,0.02,0.42,0.01,0.01,0.01,0.01,0.01
2016-07-11,0.01,0.01,0.01,0.01,0.32,0.73,0.59,0.89,0.65,0.01,0.01,0.01,0.02,0.44,0.01,0.03,0.01,0.01,0.01
2016-07-12,0.01,0.01,0.01,0.01,0.26,0.73,0.59,0.77,0.65,0.01,0.01,0.01,0.02,0.45,0.01,0.01,0.01,0.01,0.01
2016-07-13,0.01,0.01,0.01,0.01,0.19,0.65,0.56,0.63,0.61,0.01,0.01,0.01,0.02,0.45,0.01,0.01,0.01,0.01,0.01
2016-07-14,0.01,0.01,0.01,0.01,0.13,0.61,0.54,0.59,0.59,0.01,0.01,0.01,0.02,0.46,0.01,0.01,0.01,0.01,0.01
2016-07-15,0.01,0.01,0.01,0.01,0.1,0.57,0.52,0.49,0.56,0.01,0.01,0.01,0.02,0.46,0.01,0.0,0.01,0.01,0.01
2016-07-18,0.01,0.01,0.01,0.01,0.18,0.7,0.6,0.62,0.59,0.01,0.01,0.01,0.02,0.46,0.01,0.02,0.01,0.01,0.01
2016-07-19,0.01,0.01,0.01,0.01,0.16,0.66,0.58,0.8,0.62,0.01,0.01,0.01,0.02,0.47,0.01,0.01,0.01,0.01,0.01
2016-07-20,0.01,0.01,0.01,0.01,0.13,0.72,0.62,0.77,0.62,0.01,0.01,0.01,0.02,0.47,0.01,0.01,0.01,0.01,0.01
2016-07-21,0.01,0.01,0.01,0.01,0.25,0.46,0.48,0.4,0.51,0.01,0.01,0.01,0.02,0.47,0.01,0.03,0.01,0.01,0.01
2016-07-22,0.01,0.01,0.01,0.01,0.13,0.51,0.51,0.37,0.48,0.01,0.01,0.01,0.02,0.47,0.01,0.01,0.01,0.01,0.02
2016-07-25,0.01,0.01,0.01,0.02,0.26,0.66,0.6,0.69,0.63,0.01,0.01,0.01,0.02,0.47,0.01,0.03,0.01,0.01,0.02
2016-07-26,0.01,0.01,0.01,0.02,0.19,0.64,0.59,0.67,0.64,0.01,0.01,0.01,0.02,0.48,0.01,0.01,0.01,0.01,0.01
2016-07-27,0.01,0.01,0.02,0.01,0.15,0.61,0.58,0.7,0.66,0.01,0.01,0.01,0.02,0.48,0.01,0.02,0.01,0.01,0.02
2016-07-28,0.01,0.01,0.02,0.02,0.12,0.65,0.6,0.65,0.63,0.01,0.01,0.01,0.02,0.48,0.01,0.01,0.01,0.01,0.02
2016-07-29,0.01,0.01,0.02,0.02,0.16,0.72,0.65,0.78,0.72,0.01,0.01,0.01,0.02,0.49,0.01,0.01,0.01,0.01,0.02
2016-08-01,0.02,0.01,0.02,0.02,0.22,0.56,0.56,0.68,0.63,0.01,0.01,0.01,0.02,0.49,0.01,0.02,0.01,0.01,0.01
2016-08-02,0.01,0.01,0.01,0.01,0.22,0.48,0.52,0.25,0.45,0.01,0.01,0.01,0.02,0.48,0.01,0.02,0.01,0.01,0.01
2016-08-03,0.01,0.01,0.01,0.01,0.22,0.45,0.49,0.3,0.45,0.01,0.01,0.01,0.02,0.48,0.01,0.01,0.01,0.01,0.02
2016-08-04,0.01,0.01,0.01,0.02,0.23,0.57,0.56,0.4,0.48,0.01,0.01,0.01,0.02,0.48,0.01,0.02,0.01,0.01,0.02
2016-08-05,0.01,0.01,0.02,0.02,0.17,0.55,0.55,0.53,0.55,0.01,0.02,0.01,0.02,0.48,0.01,0.01,0.01,0.01,0.01
2016-08-08,0.01,0.01,0.02,0.01,0.11,0.44,0.48,0.39,0.43,0.01,0.02,0.01,0.02,0.47,0.01,0.01,0.01,0.01,0.01
2016-08-09,0.01,0.01,0.02,0.01,0.1,0.52,0.53,0.56,0.51,0.01,0.02,0.01,0.02,0.47,0.01,0.01,0.01,0.0,0.01
2016-08-10,0.01,0.01,0.01,0.01,0.11,0.43,0.47,0.38,0.38,0.01,0.02,0.01,0.02,0.47,0.01,0.01,0.01,0.0,0.01
2016-08-11,0.01,0.01,0.01,0.01,0.08,0.41,0.46,0.24,0.27,0.01,0.02,0.01,0.02,0.46,0.01,0.01,0.01,0.0,0.01
2016-08-12,0.01,0.01,0.01,0.01,0.08,0.43,0.47,0.3,0.3,0.01,0.02,0.01,0.02,0.46,0.01,0.0,0.0,0.0,0.01
2016-08-15,0.01,0.01,0.01,0.01,0.09,0.43,0.47,0.44,0.38,0.01,0.02,0.01,0.02,0.46,0.01,0.01,0.0,0.0,0.01
2016-08-16,0.01,0.01,0.01,0.01,0.11,0.36,0.43,0.28,0.3,0.02,0.02,0.01,0.02,0.45,0.01,0.01,0.0,0.0,0.01
2016-08-17,0.01,0.01,0.01,0.01,0.07,0.35,0.42,0.25,0.27,0.01,0.02,0.01,0.02,0.45,0.01,0.0,0.0,0.0,0.01
2016-08-18,0.01,0.01,0.01,0.01,0.07,0.37,0.43,0.3,0.28,0.01,0.02,0.01,0.02,0.45,0.01,0.0,0.0,0.0,0.01
2016-08-19,0.01,0.01,0.01,0.01,0.06,0.45,0.46,0.4,0.32,0.01,0.02,0.01,0.02,0.45,0.01,0.0,0.0,0.0,0.01
2016-08-22,0.01,0.01,0.01,0.01,0.09,0.36,0.42,0.34,0.31,0.01,0.02,0.01,0.02,0.44,0.01,0.0,0.0,0.0,0.01
2016-08-23,0.01,0.01,0.01,0.01,0.28,0.47,0.46,0.63,0.42,0.01,0.02,0.01,0.02,0.44,0.01,0.01,0.0,0.0,0.01
2016-08-24,0.01,0.01,0.01,0.01,0.13,0.37,0.41,0.44,0.35,0.01,0.02,0.01,0.02,0.44,0.01,0.01,0.0,0.0,0.01
2016-08-25,0.01,0.01,0.01,0.01,0.07,0.31,0.38,0.08,0.22,0.01,0.02,0.01,0.02,0.44,0.01,0.0,0.0,0.0,0.01
2016-08-26,0.01,0.01,0.01,0.01,0.1,0.28,0.36,0.17,0.19,0.02,0.02,0.01,0.02,0.43,0.01,0.01,0.0,0.0,0.01
2016-08-29,0.01,0.01,0.01,0.01,0.17,0.17,0.27,0.15,0.06,0.02,0.02,0.01,0.02,0.43,0.01,0.01,0.0,0.0,0.01
2016-08-30,0.01,0.01,0.01,0.01,0.17,0.11,0.21,0.17,0.08,0.01,0.02,0.01,0.02,0.42,0.01,0.01,0.0,0.0,0.01
2016-08-31,0.01,0.01,0.01,0.01,0.17,0.15,0.23,0.26,0.16,0.01,0.01,0.01,0.02,0.41,0.01,0.01,0.0,0.0,0.01
2016-09-01,0.01,0.01,0.01,0.01,0.49,0.05,0.1,0.2,0.14,0.01,0.01,0.01,0.02,0.4,0.01,0.03,0.0,0.0,0.01
2016-09-02,0.01,0.01,0.01,0.01,0.36,0.03,0.08,0.21,0.17,0.01,0.01,0.01,0.02,0.39,0.01,0.02,0.01,0.0,0.01
2016-09-06,0.01,0.01,0.01,0.01,0.25,0.23,0.21,0.33,0.26,0.02,0.01,0.01,0.02,0.38,0.01,0.01,0.01,0.0,0.01
2016-09-07,0.01,0.01,0.01,0.01,0.2,0.22,0.19,0.4,0.31,0.02,0.01,0.01,0.02,0.38,0.01,0.01,0.01,0.0,0.01
