date,open,high,low,close,volume,rsi_7,rsi_14,cci_7,cci_14,sma_50,ema_50,sma_100,ema_100,macd,bollinger,TrueRange,atr_7,atr_14,next_day_close
2014-02-03,0.01,0.01,0.01,0.01,0.41,0.55,0.59,0.58,0.56,0.0,0.0,0.0,0.0,0.53,0.0,0.03,0.02,0.01,0.01
2014-02-04,0.01,0.01,0.01,0.01,0.27,0.58,0.61,0.55,0.55,0.0,0.0,0.0,0.0,0.53,0.0,0.01,0.01,0.01,0.01
2014-02-05,0.01,0.01,0.01,0.01,0.45,0.48,0.55,0.29,0.41,0.0,0.0,0.0,0.0,0.52,0.0,0.03,0.01,0.01,0.01
2014-02-06,0.01,0.01,0.01,0.01,0.35,0.56,0.59,0.47,0.51,0.0,0.0,0.0,0.0,0.52,0.0,0.01,0.01,0.01,0.01
2014-02-07,0.01,0.01,0.01,0.01,0.56,0.67,0.66,0.77,0.71,0.0,0.0,0.0,0.0,0.53,0.0,0.02,0.01,0.01,0.01
2014-02-10,0.01,0.01,0.01,0.01,0.83,0.76,0.73,0.91,0.9,0.0,0.0,0.0,0.0,0.54,0.01,0.04,0.02,0.01,0.01
2014-02-11,0.01,0.01,0.01,0.01,0.68,0.76,0.73,0.77,0.78,0.0,0.0,0.0,0.0,0.54,0.01,0.03,0.02,0.01,0.01
2014-02-12,0.01,0.01,0.01,0.01,0.3,0.73,0.71,0.66,0.68,0.0,0.0,0.0,0.0,0.55,0.01,0.01,0.01,0.01,0.01
2014-02-13,0.01,0.01,0.01,0.01,0.5,0.77,0.74,0.66,0.66,0.0,0.0,0.0,0.0,0.55,0.01,0.03,0.01,0.01,0.01
2014-02-14,0.01,0.01,0.01,0.01,0.37,0.73,0.71,0.64,0.63,0.0,0.0,0.0,0.0,0.56,0.01,0.01,0.01,0.01,0.01
